,0,1,2,3,4,5,6,7,8,9
0,0.0,0.04750940009334422,0.09615722328162782,0.05697203733750937,0.15369417232112853,0.09598192855928886,0.1539610352428284,0.053492198062609,0.1335103148054914,0.04855124248156062
1,0.05045144128778162,0.0,0.07455997145690109,0.18244405492241422,0.06615541264050226,0.12373938879688712,0.056028062990878306,0.30181874739059666,0.10038481626585526,0.3278957032775501
2,0.07382367297027886,0.13716213340516653,0.0,0.07969817138918993,0.21519233410204416,0.046768073796089236,0.05651055440159894,0.13208292309371383,0.12318891249544675,0.018812530366553958
3,0.052775963401095236,0.06527301666353406,0.10386701626742784,0.0,0.0825464986268435,0.202897061338205,0.0866458703289975,0.10006920983885961,0.04715529700480377,0.036661833196743404
4,0.04919399629925397,0.031617843929774875,0.10919729892995364,0.030181934205345026,0.0,0.08450287010581438,0.14814188213765914,0.03599457238764446,0.08281372922542653,0.08221000390110547
5,0.10629342712682895,0.045597204687380516,0.0953848632584947,0.24775541485971542,0.10368019993710695,0.0,0.1501467389844919,0.0504942114863173,0.0691723345128839,0.06574579925250269
6,0.163284628418348,0.06428757338004674,0.1464843210764044,0.065421473500962,0.0907473973428507,0.18170051182185323,0.0,0.0745704002786281,0.2101118536187131,0.042586180948473745
7,0.157837788730057,0.3329432976132476,0.09823359849916964,0.1481353623371978,0.07167946131943193,0.1093668244455362,0.08607522299821452,0.0,0.10972885257476173,0.02540042160146898
8,0.2697971788652827,0.21570981147175752,0.16798580180374156,0.1121617253182412,0.07948504167503186,0.03759297106859059,0.1360586591957033,0.1639994473051684,0.0,0.35213628497404104
9,0.07654190290107356,0.05989971875574783,0.10812990542627943,0.07722982612942529,0.13681948203506006,0.11745037006773537,0.126431973719628,0.08747829015646257,0.12393388949661761,0.0
