,0
0,0.16291176913396152
1,0.32130649336948486
2,0.7598588280386221
3,0.6420677041739355
4,0.3228632901552242
5,0.8603580828296038
6,0.9144811975988321
7,0.28165756020747573
8,0.12412089272570122
9,0.6579792663093835
10,0.32495207055154
11,0.17269306293872738
12,0.33271715275838076
13,0.32042805259360546
14,0.36858283263338876
15,0.12395657018436573
16,0.21947543797196487
17,1.8274088571922806
18,2.2868666464155054
19,3.0341089334631834
20,0.2777967781034674
21,0.1487320511306163
22,0.4501612762961802
23,0.24144004111374429
24,0.25793717504704805
25,0.3727582627084362
26,8.35377379758975
27,0.7010725988334654
28,14.812459192855883
29,0.18712040706780986
30,0.1700779088607291
31,3.003963144417448
32,0.8189562388244269
33,17.58366319297272
34,0.28995010455398496
35,0.5558727658457658
36,0.2633999940625773
37,8.792177896858046
38,17.44251460836012
39,17.014183675514957
40,0.4456124251423607
41,0.5829950888922193
42,1.1027881656188419
43,2.1099210825707333
44,0.7705215423279741
45,3.3278535133556906
46,0.12721131333369154
47,0.9344395264629932
48,0.17038072646237756
49,8.64544366890034
50,3.0947477269135613
51,0.15534016642699675
52,0.23320963728847266
53,2.94533680891036
54,1.2767546106262682
55,4.7640364610428065
56,1.9658166810023934
57,0.29795873638477594
58,1.2432170998820293
59,0.60306628018947
60,0.1570630071453598
61,5.792374887010777
62,0.09726924211278776
63,0.4986072565245426
64,6.206209852210673
65,5.092149487359976
66,0.17234419485306862
67,17.36828387908122
68,1.8228493779251904
69,0.16934583424538605
70,0.16958560657633953
71,0.48501859240494205
72,0.23455858856498502
73,0.32845418033202334
74,1.445229060407585
75,0.7611930007492509
76,0.2698315309263336
77,4.922660886696742
78,0.7019988114958702
79,0.15424889343343917
80,1.568714183525873
81,0.08762273726243149
82,0.19682091612333488
83,2.046006540849275
84,2.707981927735624
85,0.1911965703527599
86,2.948564214893882
87,0.06831083313036945
88,0.19277625539103074
89,1.2945855650295437
90,0.43893913764865244
91,0.45954934118633695
92,0.09955048913016107
93,0.3120912927775506
94,4.637466300583298
95,0.1950257870532719
96,0.199511354044087
97,0.2943375885024368
98,0.34163206761386755
99,8.612172683377821
100,1.9824156152501198
101,0.6693205740587787
102,0.4008811325748546
103,0.7433602663751754
104,2.0062032898588282
105,5.092149487359976
106,0.11447707292525111
107,0.08096281297876792
108,0.3553042780814337
109,0.5498310176851087
110,0.09703382243470174
111,0.29625651820598886
112,0.11585255807528998
113,0.1642633225106366
114,0.19412050053636212
115,0.2609184602971255
116,0.11572745690250419
117,0.5115983283559236
118,0.36467863999057815
119,0.9591400552521465
120,16.990643459884556
121,18.079879149169923
122,2.9114895805387304
123,0.2832700089118971
124,0.3251791433158395
125,0.08579425732186152
126,0.14948404351881117
127,0.45611443497804605
128,0.12122696478823958
129,2.3178792461788182
130,0.7097614090491504
131,0.5821336956142334
132,2.0212100166573737
133,2.3110774658700697
134,2.360794108818451
135,0.10822234112473655
136,0.9010390047274479
137,16.248246335423364
138,3.865036451050309
139,0.7112065184695808
140,1.0506409872885873
141,0.13511424135547742
142,15.494474533046985
143,1.0701932252421773
144,8.887303985389174
145,2.387818847305346
146,0.15523076613040784
147,4.36764366589587
148,0.13344364579177395
149,8.153944611295488
150,1.531182801267705
151,2.0797410417471607
152,0.06488779769062308
153,15.458383246484612
154,1.7211929123262641
155,2.4873381254916067
156,0.3864831205385677
157,1.113379146042566
158,0.2991542813156978
159,0.7283910429763313
160,0.18026021762460642
161,0.20733950926122358
162,4.155776097350686
163,5.80069346441788
164,0.19089391031921318
165,0.3451286218001153
166,0.7017841261169613
167,0.8388030277522862
168,16.018275315676107
169,0.14300308559591707
170,2.503253788809732
171,0.5852022021011024
172,0.9062496037111463
173,15.371547693671259
174,0.4986339382038967
175,2.151380735989006
176,13.946538820370678
177,0.1129747216018826
178,2.2299290819862287
179,1.2485468384250744
180,0.16186316420464203
181,0.16415354175803099
182,0.13814886177643615
183,0.5466467429997646
184,0.23875121123762297
185,16.779236035383178
186,0.5742332407902149
187,2.238126258565397
188,18.955652489546434
189,0.7785483297686471
190,14.070152776337855
191,0.3063979907987835
192,2.1776323705392833
193,1.0516093463416247
194,0.757935142141057
195,2.2508128617586576
196,8.577770752194471
197,0.09338146333920339
198,0.16002468941049072
199,2.289595453816574
200,16.32103649495501
201,0.48307636737801474
202,17.014183675514957
203,0.18662526533295942
204,0.19090205302995553
205,0.09418290287707656
206,0.4409105601224841
207,2.1442210174815695
208,0.6066694644017887
209,0.12486548796048624
210,0.22146900071691977
211,0.7575413112085743
212,1.1617998529102407
213,1.3484031703332533
214,0.731064690831051
215,2.0882338486498964
216,0.25794787059450597
217,0.8938119161025551
218,0.6703268006180041
219,17.950036909819207
220,0.12144666285000305
221,2.148062226513508
222,2.2007597113757447
223,0.29041024967239704
224,0.20145409594900845
225,0.3210806588461674
226,0.23531980637726013
227,0.5852585007739006
228,3.339614826682525
229,0.09254619711289684
230,0.10703999711744161
231,0.21340420659663661
232,0.22214871750791598
233,0.10286802157324221
234,7.259304034688694
235,2.0385952310592805
236,6.067425315661776
237,4.247765314523525
238,0.22943705906911216
239,0.33514968647303256
240,8.010241411045659
241,0.49575310997543287
242,0.47193917998069385
243,0.17724671156038818
244,0.28004062253201045
245,15.332833181490567
246,14.639686000930624
247,4.634237881404438
248,0.1964371828595425
249,0.10356802341540877
250,2.7432375197446857
251,0.4990701271110658
252,1.201680870664638
253,7.716458320023776
254,0.05924861519841102
255,0.9981951166030374
256,0.1272532974347797
257,4.640284524161905
258,0.8151034706746705
259,0.4034417563913397
260,5.693883858433196
261,4.832869134223572
262,0.37043773188057516
263,0.4403150123711006
264,4.383972169784395
265,2.135439268061479
266,1.8571924367930468
267,0.18285586927346956
268,0.2572185360228767
269,4.697714098187517
270,1.6590332247882769
271,0.47446733398653285
272,0.19728955010347082
273,0.5604122993779797
274,13.42984807715229
275,1.8571924367930468
276,0.4473501707057825
277,0.1786268236084952
278,0.5384102780906643
279,8.18753037537402
280,0.08536507913271862
281,2.6705439594313987
282,0.07195014069312773
283,0.7020290932970298
284,0.5509996522414067
285,8.639058283877537
286,0.2411874214809174
287,0.23301431744737144
288,18.54572623292659
289,1.0250391463796813
290,0.19927722911925067
291,1.3761970899223543
292,3.6661730879260004
293,0.4022289842689326
294,1.9940478208940646
295,0.337080041818376
296,0.273470974766554
297,1.050798196493451
298,0.4547348540497529
299,0.4963816257022473
300,0.17201236568986347
301,4.512476718908532
