,0,1,2,3,4,5,6,7,8,9
0,0.0,0.07864761151990986,0.1549775145067538,0.08654656711803485,0.14974811531237905,0.09304779332119457,0.1379148641414415,0.1517396576383677,0.09865045358427327,0.07848373940341699
1,0.1550561127543605,0.0,0.1689186113104131,0.13494374558635736,0.05950438909952237,0.20907656492217394,0.1385626602410878,0.08184523964279927,0.04930746126750229,0.2032499900645362
2,0.05777703836932808,0.09099614403666399,0.0,0.1103435073412862,0.09127686143515261,0.05966479154163901,0.0981595453358192,0.265267221319676,0.06669515084094069,0.12650341642943877
3,0.1803476597319716,0.08295704675718993,0.05891983737821476,0.0,0.047253338785540645,0.1305064190203835,0.08370326521236757,0.057291740876678536,0.09200835435947188,0.1328697222603962
4,0.09767962858717731,0.08582139785193373,0.056098132598522234,0.08375533453440837,0.0,0.08768180367401428,0.13808660735094722,0.06608878104888691,0.07735705840857895,0.0651469336227912
5,0.15070889143746916,0.1550528110626217,0.07864981588733029,0.07240885493361751,0.10821869258948875,0.0,0.07957434388416096,0.06843455000063103,0.32325903554421026,0.09239086542705463
6,0.05987375540170057,0.16922578394230825,0.0995434276183678,0.07294562596192751,0.16269707640438758,0.07521169991789602,0.0,0.10501979199145493,0.12816865958141907,0.09205331382470969
7,0.12390875469910778,0.09855086796544216,0.10750522925402038,0.19021052127789245,0.20887438369227684,0.06820266875600955,0.11810275006304974,0.0,0.09464750226421972,0.10568280816548875
8,0.09991168326275883,0.10156333914184866,0.21819369173478065,0.16010850027950568,0.09344432596330184,0.13214249183104723,0.09422457773432456,0.0980315218264742,0.0,0.10361921080216753
9,0.07473647575612596,0.13718499772208181,0.05719373971159718,0.08873734296696995,0.07898281671795043,0.14446576701564184,0.11167138603680152,0.10628149565503155,0.06990632414938379,0.0
